*******************************************************************************
 Revised: July 31, 2013                 Venus                           299 / 2
 
 PHYSICAL DATA (updated 2018-Aug-15):
  Vol. Mean Radius (km) =  6051.84+-0.01 Density (g/cm^3)      =  5.204
  Mass x10^23 (kg)      =    48.685      Volume (x10^10 km^3)  = 92.843
  Sidereal rot. period  =   243.022498 d Sid. Rot. Rate (rad/s)= -0.00000029924
  Mean solar day        =   116.7490 d   Equ. gravity  m/s^2   =  8.870
  Mom. of Inertia       =     0.33       Core radius (km)      = ~3200
  Geometric Albedo      =     0.65       Potential Love # k2   = ~0.25
  GM (km^3/s^2)         = 324858.592     Equatorial Radius, Re = 6051.893 km
  GM 1-sigma (km^3/s^2) =    +-0.006     Mass ratio (Sun/Venus)= 408523.72
  Atmos. pressure (bar) =  90            Max. angular diam.    =   60.2"
  Mean Temperature (K)  = 735            Visual mag. V(1,0)    =   -4.40
  Obliquity to orbit    = 177.3 deg      Hill's sphere rad.,Rp =  167.1
  Sidereal orb. per., y =   0.61519726   Orbit speed, km/s     =   35.021
  Sidereal orb. per., d = 224.70079922   Escape speed, km/s    =   10.361
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         2759        2650        2614
  Maximum Planetary IR (W/m^2)    153         153         153
  Minimum Planetary IR (W/m^2)    153         153         153
*******************************************************************************
  
  
*******************************************************************************
Ephemeris / WWW_USER Fri Nov  2 19:14:01 2018 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Venus (299)                     {source: DE431mx}
Center body name: Solar System Barycenter (0)     {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2020-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2035-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)                                                  
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2459071.500000000, A.D. 2020-Aug-10 00:00:00.0000,  1.076763728034751E+08,  7.356579819084904E+05, -6.254647498269249E+06, -7.494452871643784E-02,  3.485216837900000E+01,  4.823208081098223E-01,  3.597835237312746E+02,  1.078603869273002E+08,  1.349223252386408E-01,
2459072.500000000, A.D. 2020-Aug-11 00:00:00.0000,  1.076280392743935E+08,  3.746602201299420E+06, -6.210563334595278E+06, -1.043885839708690E+00,  3.484113111815766E+01,  5.380843400891582E-01,  3.598227954019442E+02,  1.078721602779799E+08,  1.375949594146889E-01,
2459073.500000000, A.D. 2020-Aug-12 00:00:00.0000,  1.074960001876575E+08,  6.755430591061165E+06, -6.161677784423251E+06, -2.012450128243117E+00,  3.480319007576596E+01,  5.934569028302832E-01,  3.598628251502317E+02,  1.078841608946122E+08,  1.401828146178362E-01,
2459074.500000000, A.D. 2020-Aug-13 00:00:00.0000,  1.072803200247414E+08,  9.759818753693094E+06, -6.108026467488812E+06, -2.979898688538983E+00,  3.473835064875316E+01,  6.483959424588530E-01,  3.599035882885282E+02,  1.078963813760379E+08,  1.426841327948966E-01,
2459075.500000000, A.D. 2020-Aug-14 00:00:00.0000,  1.069811271159482E+08,  1.275744362244879E+07, -6.049648669741073E+06, -3.945492331018431E+00,  3.464663825500556E+01,  7.028591519467451E-01,  3.599450596287757E+02,  1.079088141710672E+08,  1.450971992660249E-01,
2459076.500000000, A.D. 2020-Aug-15 00:00:00.0000,  1.065986136596517E+08,  1.574598519364030E+07, -5.986587320679206E+06, -4.908491905190458E+00,  3.452809838898091E+01,  7.568045020468155E-01,  3.599872134951399E+02,  1.079214515822787E+08,  1.474203439175191E-01,
2459077.500000000, A.D. 2020-Aug-16 00:00:00.0000,  1.061330356961824E+08,  1.872312826319946E+07, -5.918888968013474E+06, -5.868158826634939E+00,  3.438279666461493E+01,  8.101902722904075E-01,  3.600300237370255E+02,  1.079342857699212E+08,  1.496519423935254E-01,
2459078.500000000, A.D. 2020-Aug-17 00:00:00.0000,  1.055847130360139E+08,  2.168656416639053E+07, -5.846603749645998E+06, -6.823755607833689E+00,  3.421081884531645E+01,  8.629750820298359E-01,  3.600734637424375E+02,  1.079473087559192E+08,  1.517904172980280E-01,
2459079.500000000, A.D. 2020-Aug-18 00:00:00.0000,  1.049540291419282E+08,  2.463399251954709E+07, -5.769785362968145E+06, -7.774546392592590E+00,  3.401227086078895E+01,  9.151179215076173E-01,  3.601175064516879E+02,  1.079605124279824E+08,  1.538342394051117E-01,
2459080.500000000, A.D. 2020-Aug-19 00:00:00.0000,  1.042414309648618E+08,  2.756312296268404E+07, -5.688491031473103E+06, -8.719797493783000E+00,  3.378727881042063E+01,  9.665781829330360E-01,  3.601621243714540E+02,  1.079738885438199E+08,  1.557819288753176E-01,
2459081.500000000, A.D. 2020-Aug-20 00:00:00.0000,  1.034474287331581E+08,  3.047167690181300E+07, -5.602781468683817E+06, -9.658777934114742E+00,  3.353598895298998E+01,  1.017315691546054E+00,  3.602072895891878E+02,  1.079874287354604E+08,  1.576320564762232E-01,
2459082.500000000, A.D. 2020-Aug-21 00:00:00.0000,  1.025725956949763E+08,  3.335738924976829E+07, -5.512720839398318E+06, -1.059075998963730E+01,  3.325856768243861E+01,  1.067290736647628E+00,  3.602529737878765E+02,  1.080011245136771E+08,  1.593832448057132E-01,
2459083.500000000, A.D. 2020-Aug-22 00:00:00.0000,  1.016175678136358E+08,  3.621801016432885E+07, -5.418376718256246E+06, -1.151501973564987E+01,  3.295520148946756E+01,  1.116464102574511E+00,  3.602991482611565E+02,  1.080149672725185E+08,  1.610341695169161E-01,
2459084.500000000, A.D. 2020-Aug-23 00:00:00.0000,  1.005830434157019E+08,  3.905130678240117E+07, -5.319820045632387E+06, -1.243083759468521E+01,  3.262609690871830E+01,  1.164797099596118E+00,  3.603457839287811E+02,  1.080289482939462E+08,  1.625835605436957E-01,
2459085.500000000, A.D. 2020-Aug-24 00:00:00.0000,  9.946978279164833E+07,  4.185506494900733E+07, -5.217125080864904E+06, -1.333749888621633E+01,  3.227148045130397E+01,  1.212251594709750E+00,  3.603928513524398E+02,  1.080430587525766E+08,  1.640302033253647E-01,
2459086.500000000, A.D. 2020-Aug-25 00:00:00.0000,  9.827860774896449E+07,  4.462709093980280E+07, -5.110369352828147E+06, -1.423429437771928E+01,  3.189159852246163E+01,  1.258790042310011E+00,  3.604403207519320E+02,  1.080572897205301E+08,  1.653729400280461E-01,
2459087.500000000, A.D. 2020-Aug-26 00:00:00.0000,  9.701040111760533E+07,  4.736521317582825E+07, -4.999633607861938E+06, -1.512052083670949E+01,  3.148671732410032E+01,  1.304375514707145E+00,  3.604881620216898E+02,  1.080716321723846E+08,  1.666106707580347E-01,
2459088.500000000, A.D. 2020-Aug-27 00:00:00.0000,  9.566610620771791E+07,  5.006728392918123E+07, -4.885001755071554E+06, -1.599548158335324E+01,  3.105712274202504E+01,  1.348971732468334E+00,  3.605363447476501E+02,  1.080860769902334E+08,  1.677423547597214E-01,
2459089.500000000, A.D. 2020-Aug-28 00:00:00.0000,  9.424672621961270E+07,  5.273118101827593E+07, -4.766560809014838E+06, -1.685848704322719E+01,  3.060312021768473E+01,  1.392543094555124E+00,  3.605848382244718E+02,  1.081006149688468E+08,  1.687670116285563E-01,
2459090.500000000, A.D. 2020-Aug-29 00:00:00.0000,  9.275332360598408E+07,  5.535480949134542E+07, -4.644400829795148E+06, -1.770885529982427E+01,  3.012503460417286E+01,  1.435054708230261E+00,  3.606336114730988E+02,  1.081152368209373E+08,  1.696837224776052E-01,
2459091.500000000, A.D. 2020-Aug-30 00:00:00.0000,  9.118701938642459E+07,  5.793610329681382E+07, -4.518614860581540E+06, -1.854591264630121E+01,  2.962321000633751E+01,  1.476472418702640E+00,  3.606826332586590E+02,  1.081299331825259E+08,  1.704916311162894E-01,
2459092.500000000, A.D. 2020-Aug-31 00:00:00.0000,  8.954899241431302E+07,  6.047302693916593E+07, -4.389298862579685E+06, -1.936899413608625E+01,  2.909800960487746E+01,  1.516762838486683E+00,  3.607318721086988E+02,  1.081446946184084E+08,  1.711899451947660E-01,
2459093.500000000, A.D. 2020-Sep-01 00:00:00.0000,  8.784047859620047E+07,  6.296357711891668E+07, -4.256551647479817E+06, -2.017744413178857E+01,  2.854981546418467E+01,  1.555893376440780E+00,  3.607812963317456E+02,  1.081595116277204E+08,  1.717779373374401E-01,
2459094.500000000, A.D. 2020-Sep-02 00:00:00.0000,  8.606277006385969E+07,  6.540578435527315E+07, -4.120474807410572E+06, -2.097061685195870E+01,  2.797902832384660E+01,  1.593832266457433E+00,  3.608308740361937E+02,  1.081743746495989E+08,  1.722549462509032E-01,
2459095.500000000, A.D. 2020-Sep-03 00:00:00.0000,  8.421721429920572E+07,  6.779771459007195E+07, -3.981172642430190E+06, -2.174787691518508E+01,  2.738606737367552E+01,  1.630548595773623E+00,  3.608805731495058E+02,  1.081892740689391E+08,  1.726203778065393E-01,
2459096.500000000, A.D. 2020-Sep-04 00:00:00.0000,  8.230521321234061E+07,  7.013747077156301E+07, -3.838752085589241E+06, -2.250859988100118E+01,  2.677137001215217E+01,  1.666012332869538E+00,  3.609303614377227E+02,  1.082042002222433E+08,  1.728737060956419E-01,
2459097.500000000, A.D. 2020-Sep-05 00:00:00.0000,  8.032822217302072E+07,  7.242319441660330E+07, -3.693322625601854E+06, -2.325217278706504E+01,  2.613539158819180E+01,  1.700194354923315E+00,  3.609802065252725E+02,  1.082191434035590E+08,  1.730144744545405E-01,
2459098.500000000, A.D. 2020-Sep-06 00:00:00.0000,  7.828774899589261E+07,  7.465306714981589E+07, -3.544996227165222E+06, -2.397799468206262E+01,  2.547860512616121E+01,  1.733066474789199E+00,  3.610300759150706E+02,  1.082340938705056E+08,  1.730422964564497E-01,
2459099.500000000, A.D. 2020-Sep-07 00:00:00.0000,  7.618535287989090E+07,  7.682531221826497E+07, -3.393887248969942E+06, -2.468547715377384E+01,  2.480150103409590E+01,  1.764601467465974E+00,  3.610799370089013E+02,  1.082490418503837E+08,  1.729568568673753E-01,
2459100.500000000, A.D. 2020-Sep-08 00:00:00.0000,  7.402264330224070E+07,  7.893819598019414E+07, -3.240112359446719E+06, -2.537404485172930E+01,  2.410458679508689E+01,  1.794773096022348E+00,  3.611297571280678E+02,  1.082639775463664E+08,  1.727579125634721E-01,
2459101.500000000, A.D. 2020-Sep-09 00:00:00.0000,  7.180127886755721E+07,  8.099002936637263E+07, -3.083790450297825E+06, -2.604313600387370E+01,  2.338838664182756E+01,  1.823556136945296E+00,  3.611795035343018E+02,  1.082788911437680E+08,  1.724452934076570E-01,
2459102.500000000, A.D. 2020-Sep-10 00:00:00.0000,  6.952296611258599E+07,  8.297916931259568E+07, -2.925042547864545E+06, -2.669220292664069E+01,  2.265344121433103E+01,  1.850926404877336E+00,  3.612291434509203E+02,  1.082937728163860E+08,  1.720189030827411E-01,
2459103.500000000, A.D. 2020-Sep-11 00:00:00.0000,  6.718945826717901E+07,  8.490402016188526E+07, -2.763991722385056E+06, -2.732071252783218E+01,  2.190030720084952E+01,  1.876860776707996E+00,  3.612786440842133E+02,  1.083086127329135E+08,  1.714787198774600E-01,
2459104.500000000, A.D. 2020-Sep-12 00:00:00.0000,  6.480255397215516E+07,  8.676303503494263E+07, -2.600762995199870E+06, -2.792814680168360E+01,  2.112955696204738E+01,  1.901337214984562E+00,  3.613279726450535E+02,  1.083234010634173E+08,  1.708247974193241E-01,
2459105.500000000, A.D. 2020-Sep-13 00:00:00.0000,  6.236409595474590E+07,  8.855471716741048E+07, -2.435483243965235E+06, -2.851400331553941E+01,  2.034177813856690E+01,  1.924334790610899E+00,  3.613770963707095E+02,  1.083381279858779E+08,  1.700572653687749E-01,
2459106.500000000, A.D. 2020-Sep-14 00:00:00.0000,  5.987596966237687E+07,  9.027762121251249E+07, -2.268281105937347E+06, -2.907779568745846E+01,  1.953757324199978E+01,  1.945833704794948E+00,  3.614259825468470E+02,  1.083527836927843E+08,  1.691763300332972E-01,
2459107.500000000, A.D. 2020-Sep-15 00:00:00.0000,  5.734010185560317E+07,  9.193035450764336E+07, -2.099286879394211E+06, -2.961905405411275E+01,  1.871755922949147E+01,  1.965815310211538E+00,  3.614745985297093E+02,  1.083673583977847E+08,  1.681822749668005E-01,
2459108.500000000, A.D. 2020-Sep-16 00:00:00.0000,  5.475845916105205E+07,  9.351157830350167E+07, -1.928632423263699E+06, -3.013732552845743E+01,  1.788236706209487E+01,  1.984262131352057E+00,  3.615229117684487E+02,  1.083818423423804E+08,  1.670754614568410E-01,
2459109.500000000, A.D. 2020-Sep-17 00:00:00.0000,  5.213304658529556E+07,  9.502000895437025E+07, -1.756451055030260E+06, -3.063217464638850E+01,  1.703264124707559E+01,  2.001157884018291E+00,  3.615708898275989E+02,  1.083962258026630E+08,  1.658563289895424E-01,
2459110.500000000, A.D. 2020-Sep-18 00:00:00.0000,  4.946590599062668E+07,  9.645441906816554E+07, -1.582877446995229E+06, -3.110318380184028E+01,  1.616903936438914E+01,  2.016487493931971E+00,  3.616185004096686E+02,  1.084104990960886E+08,  1.645253956384755E-01,
2459111.500000000, A.D. 2020-Sep-19 00:00:00.0000,  4.675911453376582E+07,  9.781363861490014E+07, -1.408047520968795E+06, -3.154995366967423E+01,  1.529223157757712E+01,  2.030237114425991E+00,  3.616657113778391E+02,  1.084246525882810E+08,  1.630832583839441E-01,
2459112.500000000, A.D. 2020-Sep-20 00:00:00.0000,  4.401478306858017E+07,  9.909655599222329E+07, -1.232098341474235E+06, -3.197210361571781E+01,  1.440290012935878E+01,  2.042394143184092E+00,  3.617124907787423E+02,  1.084386766998615E+08,  1.615305933642369E-01,
2459113.500000000, A.D. 2020-Sep-21 00:00:00.0000,  4.123505451395372E+07,  1.003021190467303E+08, -1.055168007548183E+06, -3.236927209332083E+01,  1.350173882222419E+01,  2.052947237996665E+00,  3.617588068653020E+02,  1.084525619132961E+08,  1.598681560574584E-01,
2459114.500000000, A.D. 2020-Sep-22 00:00:00.0000,  3.842210218799973E+07,  1.014293360497589E+08, -8.773955432232097E+05, -3.274111702580360E+01,  1.258945248436461E+01,  2.061886331501239E+00,  3.618046281196172E+02,  1.084662987797560E+08,  1.580967813913786E-01,
2459115.500000000, A.D. 2020-Sep-23 00:00:00.0000,  3.557812810986144E+07,  1.024772766264227E+08, -6.989207867817283E+05, -3.308731617417948E+01,  1.166675642130540E+01,  2.069202644876984E+00,  3.618499232758665E+02,  1.084798779259834E+08,  1.562173837783328E-01,
2459116.500000000, A.D. 2020-Sep-24 00:00:00.0000,  3.270536127039965E+07,  1.034450726366605E+08, -5.198842788730785E+05, -3.340756748954222E+01,  1.073437585363621E+01,  2.074888700463488E+00,  3.618946613432111E+02,  1.084932900611588E+08,  1.542309570726496E-01,
2459117.500000000, A.D. 2020-Sep-25 00:00:00.0000,  2.980605587311829E+07,  1.043319190071216E+08, -3.404271495878249E+05, -3.370158944951596E+01,  9.793045341263134E+00,  2.078938333274899E+00,  3.619388116286741E+02,  1.085065259837592E+08,  1.521385744491844E-01,
2459118.500000000, A.D. 2020-Sep-26 00:00:00.0000,  2.688248954673049E+07,  1.051370745127396E+08, -1.606910045858100E+05, -3.396912137817392E+01,  8.843508194636550E+00,  2.081346701381364E+00,  3.619823437599741E+02,  1.085195765884036E+08,  1.499413882024784E-01,
2459119.500000000, A.D. 2020-Sep-27 00:00:00.0000,  2.393696153081909E+07,  1.058598625068914E+08,  1.918218962255120E+04, -3.420992374883939E+01,  7.886515873438494E+00,  2.082110295130591E+00,  3.620252277082886E+02,  1.085324328726776E+08,  1.476406294668317E-01,
2459120.500000000, A.D. 2020-Sep-28 00:00:00.0000,  2.097179083609540E+07,  1.064996715990788E+08,  1.990502211408988E+05, -3.442377846919026E+01,  6.922827373242670E+00,  2.081226945183185E+00,  3.620674338109259E+02,  1.085450859439298E+08,  1.452376078576388E-01,
2459121.500000000, A.D. 2020-Sep-29 00:00:00.0000,  1.798931438080703E+07,  1.070559562791187E+08,  3.787707487937212E+05, -3.461048914820638E+01,  5.953208600691515E+00,  2.078695829342488E+00,  3.621089327938814E+02,  1.085575270260345E+08,  1.427337110174571E-01,
2459122.500000000, A.D. 2020-Sep-30 00:00:00.0000,  1.499188510488745E+07,  1.075282374868695E+08,  5.582014187701494E+05, -3.476988134428390E+01,  4.978431737734997E+00,  2.074517478147947E+00,  3.621496957942450E+02,  1.085697474661089E+08,  1.401304040757586E-01,
2459123.500000000, A.D. 2020-Oct-01 00:00:00.0000,  1.198187006350153E+07,  1.079161031265836E+08,  7.371999816969484E+05, -3.490180279409283E+01,  3.999274595608094E+00,  2.068693779215637E+00,  3.621896943824568E+02,  1.085817387411855E+08,  1.374292290726421E-01,
2459124.500000000, A.D. 2020-Oct-02 00:00:00.0000,  8.961648501662686E+06,  1.082192085250130E+08,  9.156244100317210E+05, -3.500612362171781E+01,  3.016519959029404E+00,  2.061227980307689E+00,  3.622289005843646E+02,  1.085934924648243E+08,  1.346318042089541E-01,
2459125.500000000, A.D. 2020-Oct-03 00:00:00.0000,  5.933609911654521E+06,  1.084372768324632E+08,  1.093333015665650E+06, -3.508273652751188E+01,  2.030954921419838E+00,  2.052124691107336E+00,  3.622672869030644E+02,  1.086050003936609E+08,  1.317398230821548E-01,
2459126.500000000, A.D. 2020-Oct-04 00:00:00.0000,  2.900152075025242E+06,  1.085700993660413E+08,  1.270184567623086E+06, -3.513155695628267E+01,  1.043370211735779E+00,  2.041389883686295E+00,  3.623048263405074E+02,  1.086162544338839E+08,  1.287550538152966E-01,
2459127.500000000, A.D. 2020-Oct-05 00:00:00.0000, -1.363209090407328E+05,  1.086175358944076E+08,  1.446038409744576E+06, -3.515252324437791E+01,  5.455951362870448E-02,  2.029030891649232E+00,  3.623414924188409E+02,  1.086272466476326E+08,  1.256793380933670E-01,
2459128.500000000, A.D. 2020-Oct-06 00:00:00.0000, -3.173400607133220E+06,  1.085795148633954E+08,  1.620754578238249E+06, -3.514559674526821E+01, -9.346812223383927E-01,  2.015056407942136E+00,  3.623772592014601E+02,  1.086379692593088E+08,  1.225145901142245E-01,
2459129.500000000, A.D. 2020-Oct-07 00:00:00.0000, -6.208676244934718E+06,  1.084560335619347E+08,  1.794193918983810E+06, -3.511076193325752E+01, -1.923554472669147E+00,  1.999476481313527E+00,  3.624121013137452E+02,  1.086484146617927E+08,  1.192627954565089E-01,
2459130.500000000, A.D. 2020-Oct-08 00:00:00.0000, -9.239736708542231E+06,  1.082471582277756E+08,  1.966218204472162E+06, -3.504802648498210E+01, -2.911261840339593E+00,  1.982302511419461E+00,  3.624459939634595E+02,  1.086585754225587E+08,  1.159260098640404E-01,
2459131.500000000, A.D. 2020-Oct-09 00:00:00.0000, -1.226417255185991E+07,  1.079530240925765E+08,  2.136690250263348E+06, -3.495742133839117E+01, -3.897004758846311E+00,  1.963547242565394E+00,  3.624789129607863E+02,  1.086684442896822E+08,  1.125063579451605E-01,
2459132.500000000, A.D. 2020-Oct-10 00:00:00.0000, -1.527957800810478E+07,  1.075738353659911E+08,  2.305474030844614E+06, -3.483900072893362E+01, -4.879985200093404E+00,  1.943224756080023E+00,  3.625108347379777E+02,  1.086780141977301E+08,  1.090060317859930E-01,
2459133.500000000, A.D. 2020-Oct-11 00:00:00.0000, -1.828355300344547E+07,  1.071098651584582E+08,  2.472434794770502E+06, -3.469284220270663E+01, -5.859406385296424E+00,  1.921350461318319E+00,  3.625417363685910E+02,  1.086872782735278E+08,  1.054272894783712E-01,
2459134.500000000, A.D. 2020-Oct-12 00:00:00.0000, -2.127370517077384E+07,  1.065614553424678E+08,  2.637439178966202E+06, -3.451904660635370E+01, -6.834473498063119E+00,  1.897941085293015E+00,  3.625715955862900E+02,  1.086962298417958E+08,  1.017724535658667E-01,
2459135.500000000, A.D. 2020-Oct-13 00:00:00.0000, -2.424765186159286E+07,  1.059290163521556E+08,  2.800355322075926E+06, -3.431773805353107E+01, -7.804394398792479E+00,  1.873014660935899E+00,  3.626003908031872E+02,  1.087048624306481E+08,  9.804390941459938E-02,
2459136.500000000, A.D. 2020-Oct-14 00:00:00.0000, -2.720302215398941E+07,  1.052130269211465E+08,  2.961052976738065E+06, -3.408906386779302E+01, -8.768380339515339E+00,  1.846590513992330E+00,  3.626281011277055E+02,  1.087131697769474E+08,  9.424410351890712E-02,
2459137.500000000, A.D. 2020-Oct-15 00:00:00.0000, -3.013745885465181E+07,  1.044140337586476E+08,  3.119403620669097E+06, -3.383319450186044E+01, -9.725646678382637E+00,  1.818689248557823E+00,  3.626547063819398E+02,  1.087211458315100E+08,  9.037554168145220E-02,
2459138.500000000, A.D. 2020-Oct-16 00:00:00.0000, -3.304862049288563E+07,  1.035326511638556E+08,  3.275280566439450E+06, -3.355032343307893E+01, -1.067541359280002E+01,  1.789332731259120E+00,  3.626801871184745E+02,  1.087287847641474E+08,  8.644078715787838E-02,
2459139.500000000, A.D. 2020-Oct-17 00:00:00.0000, -3.593418330457181E+07,  1.025695605788464E+08,  3.428559069824673E+06, -3.324066703517368E+01, -1.161690679035397E+01,  1.758544074098141E+00,  3.627045246366805E+02,  1.087360809685520E+08,  8.244245876097397E-02,
2459140.500000000, A.D. 2020-Oct-18 00:00:00.0000, -3.879184320401660E+07,  1.015255100801566E+08,  3.579116436616622E+06, -3.290446442621037E+01, -1.254935821675208E+01,  1.726347615963538E+00,  3.627277009984242E+02,  1.087430290670066E+08,  7.838322879245690E-02,
2459141.500000000, A.D. 2020-Oct-19 00:00:00.0000, -4.161931774164170E+07,  1.004013138093712E+08,  3.726832127780549E+06, -3.254197729286937E+01, -1.347200675969654E+01,  1.692768902831534E+00,  3.627496990431911E+02,  1.087496239149185E+08,  7.426582099499210E-02,
2459142.500000000, A.D. 2020-Oct-20 00:00:00.0000, -4.441434804547038E+07,  9.919785134309912E+07,  3.871587862845451E+06, -3.215348969109740E+01, -1.438409894790485E+01,  1.657834666670283E+00,  3.627705024026040E+02,  1.087558606051715E+08,  7.009300841184346E-02,
2459143.500000000, A.D. 2020-Oct-21 00:00:00.0000, -4.717470074437395E+07,  9.791606700279650E+07,  4.013267721416332E+06, -3.173930782326679E+01, -1.528488964436298E+01,  1.621572803067776E+00,  3.627900955143141E+02,  1.087617344722910E+08,  6.586761117426969E-02,
2459144.500000000, A.D. 2020-Oct-22 00:00:00.0000, -4.989816987105586E+07,  9.655696910497396E+07,  4.151758242699325E+06, -3.129975979201034E+01, -1.617364273290718E+01,  1.584012347605499E+00,  3.628084636352462E+02,  1.087672410964141E+08,  6.159249422849505E-02,
2459145.500000000, A.D. 2020-Oct-23 00:00:00.0000, -5.258257874276681E+07,  9.512162915240408E+07,  4.286948522932045E+06, -3.083519533093888E+01, -1.704963179724138E+01,  1.545183451002030E+00,  3.628255928541794E+02,  1.087723763070617E+08,  5.727056500820068E-02,
2459146.500000000, A.D. 2020-Oct-24 00:00:00.0000, -5.522578181776387E+07,  9.361118096702017E+07,  4.418730310614228E+06, -3.034598551248668E+01, -1.791214079150851E+01,  1.505117353052852E+00,  3.628414701036507E+02,  1.087771361867070E+08,  5.290477105459643E-02,
2459147.500000000, A.D. 2020-Oct-25 00:00:00.0000, -5.782566652554949E+07,  9.202681976527399E+07,  4.546998099435709E+06, -2.983252243316885E+01, -1.876046470154431E+01,  1.463846355394720E+00,  3.628560831711652E+02,  1.087815170741360E+08,  4.849809758438623E-02,
2459148.500000000, A.D. 2020-Oct-26 00:00:00.0000, -6.038015506895234E+07,  9.036980117679460E+07,  4.671649218801688E+06, -2.929521887657284E+01, -1.959391019595392E+01,  1.421403793125009E+00,  3.628694207096961E+02,  1.087855155675959E+08,  4.405356500627349E-02,
2459149.500000000, A.D. 2020-Oct-27 00:00:00.0000, -6.288720619614173E+07,  8.864144020726459E+07,  4.792583921857379E+06, -2.873450795444544E+01, -2.041179626616176E+01,  1.377824005308450E+00,  3.628814722474650E+02,  1.087891285277263E+08,  3.957422638912427E-02,
2459150.500000000, A.D. 2020-Oct-28 00:00:00.0000, -6.534481694069970E+07,  8.684311014650232E+07,  4.909705470917884E+06, -2.815084272627433E+01, -2.121345485459670E+01,  1.333142304405859E+00,  3.628922281969833E+02,  1.087923530802705E+08,  3.506316488869209E-02,
2459151.500000000, A.D. 2020-Oct-29 00:00:00.0000, -6.775102432791176E+07,  8.497624142281163E+07,  5.022920220211159E+06, -2.754469579780248E+01, -2.199823147018513E+01,  1.287394944661386E+00,  3.629016798633494E+02,  1.087951866185626E+08,  3.052349114562619E-02,
2459152.500000000, A.D. 2020-Oct-30 00:00:00.0000, -7.010390704547608E+07,  8.304232040473056E+07,  5.132137695846319E+06, -2.691655889895186E+01, -2.276548579033558E+01,  1.240619089486978E+00,  3.629098194517933E+02,  1.087976268057893E+08,  2.595834067410024E-02,
2459153.500000000, A.D. 2020-Oct-31 00:00:00.0000, -7.240158707687421E+07,  8.104288815137757E+07,  5.237270672921702E+06, -2.626694244164657E+01, -2.351459224874569E+01,  1.192852777880546E+00,  3.629166400744620E+02,  1.087996715770243E+08,  2.137087115038121E-02,
2459154.500000000, A.D. 2020-Nov-01 00:00:00.0000, -7.464223129568365E+07,  7.897953911265211E+07,  5.338235249691688E+06, -2.559637505805514E+01, -2.424494060811836E+01,  1.144134889926177E+00,  3.629221357564009E+02,  1.088013191410211E+08,  1.676425971500087E-02,
2459155.500000000, A.D. 2020-Nov-02 00:00:00.0000, -7.682405301918496E+07,  7.685391978063796E+07,  5.434950918713957E+06, -2.490540312000937E+01, -2.495593651708057E+01,  1.094505111409619E+00,  3.629263014408132E+02,  1.088025679817903E+08,  1.214170039060550E-02,
2459156.500000000, A.D. 2020-Nov-03 00:00:00.0000, -7.894531351963077E+07,  7.466772729358158E+07,  5.527340634903695E+06, -2.419459023982026E+01, -2.564700205079736E+01,  1.044003897604927E+00,  3.629291329934995E+02,  1.088034168599301E+08,  7.506401219231290E-03,
2459157.500000000, A.D. 2020-Nov-04 00:00:00.0000, -8.100432349162681E+07,  7.242270799390517E+07,  5.615330880424123E+06, -2.346451675355886E+01, -2.631757623431833E+01,  9.926724362673802E-01,  3.629306272065205E+02,  1.088038648137244E+08,  2.861581623550403E-03,
2459158.500000000, A.D. 2020-Nov-05 00:00:00.0000, -8.299944447412382E+07,  7.012065594176510E+07,  5.698851726347305E+06, -2.271577918722769E+01, -2.696711554816585E+01,  9.405526098854047E-01,  3.629307818010901E+02,  1.088039111600105E+08, -1.789530278442046E-03,
2459159.500000000, A.D. 2020-Nov-06 00:00:00.0000, -8.492909022557409E+07,  6.776341138571766E+07,  5.777836891023301E+06, -2.194898970655536E+01, -2.759509441552414E+01,  8.876869572384010E-01,  3.629295954296942E+02,  1.088035554948136E+08, -6.443700357441619E-03,
2459160.500000000, A.D. 2020-Nov-07 00:00:00.0000, -8.679172805086944E+07,  6.535285919210869E+07,  5.852223795099486E+06, -2.116477555115789E+01, -2.820100567042418E+01,  8.341186343087656E-01,  3.629270676774407E+02,  1.088027976937523E+08, -1.109769111879732E-02,
2459161.500000000, A.D. 2020-Nov-08 00:00:00.0000, -8.858588007874241E+07,  6.289092723485347E+07,  5.921953613136701E+06, -2.036377845382193E+01, -2.878436100635493E+01,  7.798913745978275E-01,  3.629231990626552E+02,  1.088016379122167E+08, -1.574826428442827E-02,
